videoId,query,title,description,publishedAt,channelTitle,viewCount,likeCount,commentCount,duration,viewCount_norm,likeCount_norm,commentCount_norm,virality_score
pkPJvADPeIM,RHONairobi trailer,Meet Sonal | The Real Housewives of Nairobi | Showmax Original #shorts,"When it comes to Sonal it's lavish living and luxury on The Real Housewives of Nairobi 🤩✨ Watch #RHONairobi from 27 Feb, only on Showmax.

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-02-15T11:00:26Z,Showmax,6971,78,4,PT22S,0.04040292806760289,0.050814332247557006,0.013029315960912053,0.03889973729658779
N-EaNAWN0XY,RHONairobi,Minne's shadiest moments | The Real Housewives of Nairobi | Showmax Original,"Minne = The queen of shade! 🔥 Listen, just don't come for Minne. These are some of our fave shade moments from her 🤭 #RHONairobi   https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-06-09T10:30:09Z,Showmax,9191,24,2,PT1M4S,0.05326973344847772,0.015635179153094463,0.006514657980456026,0.036847833554428645
SJ-NQVeEF4U,RHONairobi episode,🇰🇪🇰🇪The Real Housewives of  Nairobi Episode 2 : do you believe Maria was sick #rhonairobi #rhon,"The real housewives of Nairobi is finally here and is full of fun and drama


Don't not forget to like and subscribe to watch more on the other real house wives 

#rhonairobi #rhon 

what to watch on showmax,what's new on showmax,what is showmax",2023-03-04T14:17:02Z,MUSHYIA TV,8687,31,2,PT17M38S,0.05034862087552235,0.020195439739413682,0.006514657980456026,0.03623523115723523
YiRYqgF1XLw,"""Real Housewives of Nairobi""",The reunion Part 2 – The Real Housewives of Nairobi | S1 | EP 14 | Maisha Magic Plus,"The housewives call down Sonal after they feel she's betrayed them. Susan then bursts into tears and rushes off the set.
---
Official Website for more https://bit.ly/2URCLen
Watch more series and movies on Showmax, start your 14-day free trial here: https://bit.ly/3kSlah7
Download the DStv App and stream your favourite shows: https://bit.ly/3398n3O

Follow Maisha Magic Plus:
https://www.facebook.com/maishamagicplus
https://twitter.com/maishamagicplus
https://www.instagram.com/maishamagicplus_tv",2023-10-21T18:00:12Z,Maisha Magic Plus,8717,22,0,PT1M2S,0.050522496623912554,0.014332247557003257,0.0,0.033896559863598345
RNGtIPgL46s,RHONairobi trailer,Dr C and Minne’s friendship | RHON S2 | Showmax,"Are Minne Kariuki Njuguna and Dr Catherine Masitsa finally on a good foot? Watch #RHONairobi to see how their friendship evolves. Now streaming on Showmax.

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

Connect with Showmax Online: 
Visit our Website: https://shw.mx/home-page-004
Discover more on Showmax Stories: http://shw.mx/2hd0PaT",2024-09-25T14:00:24Z,Showmax,6321,33,12,PT3M36S,0.03663562018581522,0.021498371335504887,0.03908794788273615,0.033219157127775775
TiaTz7s3ITo,RHONairobi,Minne's stylist | The Real Housewives of Nairobi | Showmax Original,"Minne is taking all her holiday outfits to the max with the help of her stylist, Kanazie 😍 See all the looks on a new episode of #RHONairobi.  

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-05-03T11:17:54Z,Showmax,5639,71,1,PT34S,0.032682844839078,0.04625407166123779,0.003257328990228013,0.031661824167290444
Z2cnuBQre30,RHONairobi trailer,Meet Farah Esmail | The Real Housewives of Nairobi S2 | Showmax Original,"Farah Esmail is a corporate lawyer, an impact entrepreneur, and a body-building queen and pioneer in the sport in Kenya. Watch her in #RHONairobi S2 from 10 May, only on Showmax.",2024-04-18T10:38:55Z,Showmax,6736,41,3,PT30S,0.039040901371879655,0.026710097719869708,0.009771986970684038,0.031567863298697825
HxL8xiLOXc4,RHONairobi trailer,Vera - Best moments | The Real Housewives of Nairobi | Showmax Original,"The most googled celebrity in this country shared a piece of her life with us 😍 Get a front-row seat to these and more on #RHONairobi.  Watch episodes of The Real Housewives of Nairobi only on Showmax. https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-05-22T11:04:57Z,Showmax,6981,26,6,PT1M26S,0.040460886650399625,0.016938110749185668,0.019543973941368076,0.0314426557687414
FYUSvuJ-kIo,RHONairobi trailer,Evolution of Vera's divorce | RHON | Showmax,"Vera Sidika, one of the Real Housewives of Nairobi, shows how her divorce was done, which included a divorce party. Watch how the reality star navigates her new beginnings in season 2 of the Kenyan reality show, #RHONairobi.

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

Connect with Showmax Online: 
Visit our Website: https://shw.mx/home-page-004
Discover more on Showmax Stories: http://shw.mx/2hd0PaT",2024-09-17T14:30:08Z,Showmax,7336,28,2,PT1M30S,0.04251841633968366,0.018241042345276872,0.006514657980456026,0.03104850908719782
tC1rZmFvLE0,Real Housewives of Nairobi Showmax,Minne's best moments | The Real Housewives of Nairobi | Showmax Original,"Star power ✅ Sassy ✅ Hilarious ✅ These are just some of the vibes Minne brought to #RHONairobi and we are here for them 🙌 https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-05-31T11:32:24Z,Showmax,6707,26,1,PT1M13S,0.038872821481769126,0.016938110749185668,0.003257328990228013,0.02804681992489209
GUaE2AsEFQQ,"""Real Housewives of Nairobi""",The real housewives of Nairobi|| RHON #rhoa #rhon,,2023-02-03T20:15:03Z,Flavia Malkia Iminza,4400,70,2,PT34S,0.02550177643056272,0.04560260586319218,0.006514657980456026,0.02767891602120408
R-L9Rfb535Y,Real Housewives of Nairobi Showmax,8 Questions with the cast of The Real Housewives of Nairobi | Showmax Original,"Get to know more about The Real Housewives of Nairobi as they reveal interesting facts about them, from their hidden talents to guilty pleasures to favourites housewives and more.

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-05-03T09:24:50Z,Showmax,6085,34,2,PT10M58S,0.03526779763181231,0.02214983713355049,0.006514657980456026,0.02767533655954341
5CHUu4Jkbsc,RHONairobi reunion,Reunion Entry Video: Vera | RHON | Showmax,The second Reunion of #RHONairobi drops tomorrow. Can anyone make an entrance like Vera? #RHON S2 #Housewives #Showmax,2024-08-15T13:30:01Z,Showmax,3896,82,1,PT20S,0.022580663857607354,0.053420195439739415,0.003257328990228013,0.027392046523033467
mn1emwLHZPI,RHONairobi,Minne and Lisa - 6am club | The Real Housewives of Nairobi | Showmax Original,"6am club is up, even on vacation! Military style. #RHONairobi 
Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-05-08T13:21:51Z,Showmax,4186,64,4,PT36S,0.024261462758712625,0.04169381107491857,0.013029315960912053,0.026934727818094025
hiu5HopaFjA,RHONairobi episode,Meet Dr. Catherine | The Real Housewives of Nairobi | Showmax Original #shorts,"The Queen Mother is here on #RHONairobi! 👑 Time to meet Dr Catherine on The Real Housewives of Nairobi from this Thursday, only on Showmax.

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx 

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-03-20T09:30:19Z,Showmax,4587,45,2,PT21S,0.026585601928861634,0.029315960912052116,0.006514657980456026,0.024257550082398414
PZGU2ucGc2c,RHONairobi,Minne and Susan call a truce | The Real Housewives of Nairobi | Showmax Original,"In a sudden plot twist, we see peace between Susan and Minne! Susan anounces a truce at Dr Catherin's events that left Minne happy to start on a clean slate. 

#RHONairobi stars Susan Kaittany, Vera Sidika, Sonal Maherali, Minne Kariuki, Lisa Christoffersen and Dr Catherine Masitsa.

Watch new episodes of The Real Housewives of Nairobi every Thursday, only on Showmax. https://shw.mx/3ExQ4rx


Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-04-03T15:00:14Z,Showmax,5420,22,1,PT1M36S,0.03141355187582953,0.014332247557003257,0.003257328990228013,0.02291979236328273
3XZxQam4Ixo,"""Real Housewives of Nairobi""",Peeling the mask – The Real Housewives of Nairobi | S1 | EP 5 | Maisha Magic Plus,"Minnie invites the housewives to a Hollywood glam-themed event but tempers flare between Susan and Minne.
---
Official Website for more https://bit.ly/2URCLen
Watch more series and movies on Showmax, start your 14-day free trial here: https://bit.ly/3kSlah7
Download the DStv App and stream your favourite shows: https://bit.ly/3398n3O

Follow Maisha Magic Plus:
https://www.facebook.com/maishamagicplus
https://twitter.com/maishamagicplus
https://www.instagram.com/maishamagicplus_tv",2023-08-19T18:00:01Z,Maisha Magic Plus,5556,16,0,PT1M13S,0.03220178860186511,0.010423452768729642,0.0,0.021926936353301472
qUDSxFUrNpM,Real Housewives of Nairobi Showmax,Sonal's best moments | Real Housewives Of Nairobi | Showmax Original,"The luxury connoisseur who touched our souls 🥰 Tell us which moments are your fave 😍 #RHONairobi, only on Showmax: https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-05-26T10:50:36Z,Showmax,4347,31,3,PT1M36S,0.025194595941740033,0.020195439739413682,0.009771986970684038,0.021631415545500045
H30XOjumbc0,Real Housewives of Nairobi Showmax,Meet body-building Housewife Farah | The Real Housewives of Nairobi S2 | Showmax Original,"Competitive body-building athlete and corporate lawyer Farah Esmail talks about joining The Real Housewives of Nairobi S2 and how her experience has been so far. Catch a new episode of #RHONairobi S2 every Friday, exclusively on Showmax.

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

Connect with Showmax Online: 
Visit our Website: https://shw.mx/home-page-004
Discover more on Showmax Stories: http://shw.mx/2hd0PaT",2024-07-18T10:05:37Z,Showmax,4079,27,5,PT2M7S,0.023641305922787577,0.01758957654723127,0.016286644951140065,0.021025174433151373
v50DwwIIo1A,"""Real Housewives of Nairobi""",Lisa's Shadiest Moments | Real Housewives of Nairobi | Showmax Original,"You know her as Lisa but did you know that shade is her middle name? 😂 These moments had us shook! #RHONairobi   https://shw.mx/3ExQ4rx


What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-06-08T10:44:52Z,Showmax,4171,11,7,PT58S,0.024174524884517525,0.0071661237785016286,0.02280130293159609,0.019716441315075335
ipHfDH720ic,RHONairobi,#RHONairobi star Dr Catherine Masitsa on why she never dated poor men,,2023-04-24T09:14:42Z,Buzz Central Kenya,2457,62,2,PT58S,0.01424042379315741,0.040390879478827364,0.006514657980456026,0.01961917284266969
dXpW7AjdVLQ,Real Housewives of Nairobi Showmax,Dr C's shadiest moments | The Real Housewives of Nairobi | Showmax Original,"We know her as The Queen Mother! A formidable woman and more but her confessionals showed off her shadiest side 😂😂  Will you survive the shade? See these and more on #RHONairobi only on Showmax  https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-06-06T13:00:23Z,Showmax,3684,10,4,PT57S,0.021351941902316606,0.006514657980456026,0.013029315960912053,0.01639422703064078
klhS1m_CKPE,"""Real Housewives of Nairobi""",Zena's background – The Real Housewives of Nairobi | S2 | Ep 3 | Maisha Magic Plus,"Minnie and Vera grow curious about Zena's background and discover her shocking past.
---
Official Website for more https://bit.ly/2URCLen
Watch more series and movies on Showmax, start your 14-day free trial here: https://bit.ly/3kSlah7
Download the DStv App and stream your favourite shows: https://bit.ly/3398n3O

Follow Maisha Magic Plus:
https://www.facebook.com/maishamagicplus
https://twitter.com/maishamagicplus
https://www.instagram.com/maishamagicplus_tv",2025-04-27T18:00:42Z,Maisha Magic Plus,3250,26,1,PT2M14S,0.018836539408938372,0.016938110749185668,0.003257328990228013,0.016025050681193642
FzjEMJFLLsw,RHONairobi reunion,The Real Housewives of Nairobi Season 2 Reunion Part 2 #review #rhonairobi,"Vera and Farah impressed me.Dr C and Minnie that was a bad look

Instagram:Therealityjam/millahyassin
Twitter: Therealityjam
Tiktok: Therealityjam",2024-08-25T18:19:48Z,The Reality Jam,2991,15,6,PT30M28S,0.017335412114502975,0.009771986970684038,0.019543973941368076,0.015775840102578004
figXp5dNYIA,RHONairobi,Xenah exposes Minne & her husband’s LIES~ RHONairobi S2 Reunion recap!,#rhonairobi #rhon #showmax #fyp #trending #hearforit #kenya #nairobi #minne #xenah #drc #verasidika #southafrica,2024-08-22T05:05:08Z,Hear for it Channel,1958,28,7,PT15M40S,0.01134829051160041,0.018241042345276872,0.02280130293159609,0.014789430333018877
9hRozqYLxt4,Real Housewives of Nairobi Showmax,Susan's best moments | Real Housewives Of Nairobi | Showmax Original,"The queen of hosting some of the most stunning events this season 😍👏💕 Some of our favourite moments from the Posh Queen. #RHONairobi  only on Showmax  https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-05-26T22:00:08Z,Showmax,3429,9,1,PT1M25S,0.019873998040999902,0.005863192182410423,0.003257328990228013,0.01387879621873675
hnugwHQAn9E,RHONairobi episode,🇰🇪🇰🇪The Real Housewives of  Nairobi Episode 3 : Dr maria retires  #rhonairobi #rhon,"The real housewives of Nairobi is finally here and is full of fun and drama


Don't not forget to like and subscribe to watch more on the other real house wives 

#rhonairobi #rhon 

what to watch on showmax,what's new on showmax,what is showmax",2023-03-16T19:39:49Z,MUSHYIA TV,1434,7,15,PT26M49S,0.008311260773051577,0.004560260586319218,0.048859934853420196,0.01345581183842378
eHSimzl4oUo,"""Real Housewives of Nairobi""",Lisa's best moments | The Real Housewives of Nairobi | Showmax Original,"We certainly can't imagine what life would be without Lisa's positive energy. 💕 Here are some of our fave moments from her this season 🥰 #RHONairobi https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-05-30T14:00:32Z,Showmax,3259,9,1,PT1M27S,0.018888702133455434,0.005863192182410423,0.003257328990228013,0.013287618674210069
nH9qiEeDdV8,RHONairobi,[SEASON FINALE] Reunion Part 2 – The Real Housewives of Nairobi | S2 | Ep 14 | Maisha Magic Plus,"Witness all the drama and lies as the gloves come off in the explosive season finale.
---
Official Website for more https://bit.ly/2URCLen
Watch more series and movies on Showmax, start your 14-day free trial here: https://bit.ly/3kSlah7
Download the DStv App and stream your favourite shows: https://bit.ly/3398n3O

Follow Maisha Magic Plus:
https://www.facebook.com/maishamagicplus
https://twitter.com/maishamagicplus
https://www.instagram.com/maishamagicplus_tv",2025-07-06T17:30:10Z,Maisha Magic Plus,2762,18,1,PT3M5S,0.01600816056845778,0.011726384364820847,0.003257328990228013,0.013025091780814083
-lQF2WaHuLQ,"""Real Housewives of Nairobi""","Dr Catherine joins The Real Housewives of Nairobi, replaces Dr. Maria | #TheTrend","Subscribe to NTV Kenya channel for latest Kenyan news today and everyday. Get the Kenya news updates, discussions and other exciting shows.  

Website: ntv.nation.co.ke || Paper: Daily Nation || Twitter: @ntvkenya || Facebook: NTV Kenya || Instagram: NTV Kenya",2023-03-31T21:25:29Z,NTV Kenya,2814,9,2,PT16M21S,0.016309545199000793,0.005863192182410423,0.006514657980456026,0.012228723862071484
Nj1JONkXmm8,"""Real Housewives of Nairobi""",Who is Lisa Christoffersen cast of the Real Housewives of Nairobi,"This is The Home of Sugar, Spice and Everything Nice!
Tune in Nairobi 94.4 • Mombasa 87.9 • Nakuru 96.0 • Eldoret 96.7 • Nyeri 90.9 • Kisumu 102.5 • Malindi 97.7. Always LIVE on https://spicefm.co.ke

© 2022 The Standard Group PLC

Follow SpiceFM:
Instagram: https://www.instagram.com/spicefmke
Facebook: https://www.facebook.com/spicefmke 
Twitter: https://www.twitter.com/spicefmke",2023-02-25T12:24:27Z,SpiceFM,2015,15,4,PT5M35S,0.011678654433541791,0.009771986970684038,0.013029315960912053,0.011404586796932892
OQOKAf2MVX0,"""Real Housewives of Nairobi""",Susan's shadiest moments | The Real Housewives of Nairobi | Showmax Original,"Throwing shade at our posh queen and expecting grace? You're definitely getting the heat. She's taking it all the way. #RHONairobi  Susan's shadiest moments | The Real Housewives of Nairobi | Showmax Original 

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-06-10T13:00:29Z,Showmax,2477,10,2,PT58S,0.014356340958750876,0.006514657980456026,0.006514657980456026,0.011219667767432936
kEU3dSuBJAE,RHONairobi trailer,The Real Housewives of Nairobi Cast/trailer. #Realhousewivesofnairobi,,2023-02-03T20:54:54Z,Lily's News byte,2327,10,1,PT4M51S,0.013486962216799875,0.006514657980456026,0.003257328990228013,0.010209441173728134
-FMstkL9cLw,RHONairobi trailer,Minne the bartender | The Real Housewives of Nairobi | Showmax Original,"On vacation, drinks start flowing at 7am. Minne understands the assignment. #RHONairobi now streaming: https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-05-16T07:53:44Z,Showmax,2035,17,0,PT24S,0.011794571599135257,0.011074918566775244,0.0,0.009845472601174965
irDrXXbCEkg,"""Real Housewives of Nairobi""",Dr C's best moments | Real Housewives Of Nairobi | Showmax Original,"Everyone needs a Dr C in their lives 😍 From her advice to her sense of humor, we can't get enough of her 😅 #RHONairobi, only on Showmax https://shw.mx/3ExQ4rx

Subscribe to our YouTube channel: http://shw.mx/2xs8dFJ 

What is Showmax? 
Showmax is the new way to watch TV online. Get instant access to thousands of the best series, movies, kids’ shows and documentaries. All you need is the internet to watch Showmax on your phone, tablet, laptop or TV. You can even download to watch offline with the Showmax app on phones and tablets. 

Connect with Showmax Online: 
Visit our Website: http://shw.mx/2x8owYw 
Discover more on our Blog: http://shw.mx/2hd0PaT 
Like Showmax on Facebook: http://shw.mx/2xsDcl2 
Follow Showmax on Instagram: http://shw.mx/2xfr5Y5 
Follow Showmax on Twitter: http://shw.mx/2f5aFYl",2023-05-26T12:30:31Z,Showmax,1954,13,0,PT1M25S,0.011325107078481717,0.008469055374592834,0.0,0.008912328090737238
kBpfVet5yYU,RHONairobi trailer,Reunion Entry Video: Zena | RHON | Showmax,"With beauty and style, Zena enters the Reunion we've been waiting for! Catch her on #RHONairobi reunion, out now! #RHON S2 #Housewives #Showmax",2024-08-16T15:00:47Z,Showmax,1705,16,0,PT30S,0.009881938366843054,0.010423452768729642,0.0,0.008535026212288244
C0aV51EkBSA,"""Real Housewives of Nairobi""",OFFICIAL TRAILER: REAL HOUSEWIVES OF NAIROBI #showmax #drama #reality #realitytv #kenyan,"Available on SHOWMAX, a streaming platform that showcases Kenyan content concurrently to some international films. subscription charges apply.

SUBSCRIBE LIKE AND SHARE. For collaborations reach out through our email; kenyanfilms109@gmail.com

THANK YOU FOR YOUR SUPPORT!!",2023-02-03T13:16:45Z,Kenyan Films,1763,8,0,PT43S,0.010218098147064108,0.005211726384364821,0.0,0.007433790484329669
VAipGa7HPMU,"""Real Housewives of Nairobi""",THE BEAUTIFUL SET AT THE PRIVATE SCREENING OF THE REAL HOUSEWIVES OF NAIROBI,,2023-02-21T14:27:30Z,Dennis Milimo,1472,14,0,PT16S,0.008531503387679164,0.009120521172638436,0.0,0.0073990323257671076
wmprozH0n5k,RHONairobi,We are going to see drama in the reality show - Vera Sidika #Shorts #PulseEvents #RHONairobi,We are going to see drama in the reality show - Vera Sidika #PulseEvents #PulseKenya #RHONairobi,2023-02-28T08:49:22Z,Pulse Live Kenya,1447,13,0,PT25S,0.00838660693068733,0.008469055374592834,0.0,0.007149228002060607
