author,comment,commentsCount,pageUrl,replyCount,title,type,voteCount,clean_comment,text,language
@anantsharma6365,"There is a difference in wanting a better lifestyle & resorting to manipulation & unethical tactics to achieve that lifestyle.
Everyone wants a better lifestyle for themselves, including men, but being a gold-digger is quite different from that.",451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,18,"there is a difference in wanting a better lifestyle & resorting to manipulation & unethical tactics to achieve that lifestyle. everyone wants a better lifestyle for themselves, including men, but being a gold-digger is quite different from that.","there is a difference in wanting a better lifestyle & resorting to manipulation & unethical tactics to achieve that lifestyle. everyone wants a better lifestyle for themselves, including men, but being a gold-digger is quite different from that.",Hinglish
@jeeveshbudhia," @anantsharma6365  all of us are morally corrupt in some way or the other, we all are guilty of various things, it’s just that we cannot understand one’s situation until we fit into their shoes, what Tara did was absolutely right,, cause there are tens of thousands of Tara in our country who we respect cause we don’t know their real stories",451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,3,"@anantsharma6365 all of us are morally corrupt in some way or the other, we all are guilty of various things, it’s just that we cannot understand one’s situation until we fit into their shoes, what tara did was absolutely right,, cause there are tens of thousands of tara in our country who we respect cause we don’t know their real stories","@anantsharma6365 all of us are morally corrupt in some way or the other, we all are guilty of various things, it’s just that we cannot understand one’s situation until we fit into their shoes, what tara did was absolutely right,, cause there are tens of thousands of tara in our country who we respect cause we don’t know their real stories",Hinglish
@sumanparmar27," @anantsharma6365  and how do you conclude that the tactics used were actually used against a man who had morals and ethics in the first place, if we are talking about  adil than he is definitely the bigger sinner cuz first he cheated his fiance with his secretary and then later he cheated his own wife(then secretary) with her own funking best friend, and we all know that he repeats the cycle again in this one, so how is it unjustified or morally subdued.",451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,0,"@anantsharma6365 and how do you conclude that the tactics used were actually used against a man who had morals and ethics in the first place, if we are talking about adil than he is definitely the bigger sinner cuz first he cheated his fiance with his secretary and then later he cheated his own wife(then secretary) with her own funking best friend, and we all know that he repeats the cycle again in this one, so how is it unjustified or morally subdued.","@anantsharma6365 and how do you conclude that the tactics used were actually used against a man who had morals and ethics in the first place, if we are talking about adil than he is definitely the bigger sinner cuz first he cheated his fiance with his secretary and then later he cheated his own wife(then secretary) with her own funking best friend, and we all know that he repeats the cycle again in this one, so how is it unjustified or morally subdued.",Hinglish
@anantsharma6365," @jeeveshbudhia  yes we are morally corrupt but that doesn't mean all our actions will be justifiable just bcoz we were in a certain ""situation"" at some point. Tara's only ""situation"" was that she came from a poor background & wanted a lavish lifestyle for her. Dude most of our country lives in the same situation as Tara but that doesn't mean all of us will resort to unethical means to get what we want by hook or crook. Everyone is morally corrupt, true, but there are levels to that corruptness. I am not that much corrupt so I can't justify such actions to fulfill ur desires. Some people don't mind crossing that line so they can justify anything under the garb of their ""situation"". But that's not for me. Good for u if u are able to do that but IMO that's a very problematic way to look at things.",451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,0,"@jeeveshbudhia yes we are morally corrupt but that doesn't mean all our actions will be justifiable just bcoz we were in a certain ""situation"" at some point. tara's only ""situation"" was that she came from a poor background & wanted a lavish lifestyle for her. dude most of our country lives in the same situation as tara but that doesn't mean all of us will resort to unethical means to get what we want by hook or crook. everyone is morally corrupt, true, but there are levels to that corruptness. i am not that much corrupt so i can't justify such actions to fulfill ur desires. some people don't mind crossing that line so they can justify anything under the garb of their ""situation"". but that's not for me. good for u if u are able to do that but imo that's a very problematic way to look at things.","@jeeveshbudhia yes we are morally corrupt but that doesn't mean all our actions will be justifiable just bcoz we were in a certain ""situation"" at some point. tara's only ""situation"" was that she came from a poor background & wanted a lavish lifestyle for her. dude most of our country lives in the same situation as tara but that doesn't mean all of us will resort to unethical means to get what we want by hook or crook. everyone is morally corrupt, true, but there are levels to that corruptness. i am not that much corrupt so i can't justify such actions to fulfill ur desires. some people don't mind crossing that line so they can justify anything under the garb of their ""situation"". but that's not for me. good for u if u are able to do that but imo that's a very problematic way to look at things.",Hinglish
@anantsharma6365," @sumanparmar27  for me ""2 wrongs never make a right"". Just bcoz Adil is an Ahole doesn't mean Tara is any better. For me both of those are vile characters who deserve each other. The problem with the show & many of its viewers is that while they like to sh*t on Adil, they are ready to ignore or justify everything done by Tara, probably bcoz in their hearts they know they would've done something similar if given the chances & hence their own defense mechanism comes to the rescue when anyone is criticising her. I know I would never stoop as low as her or him & hence I can't justify either of them. Some people don't mind going that low & hence it isn't that big of a deal for them.",451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,3,"@sumanparmar27 for me ""2 wrongs never make a right"". just bcoz adil is an ahole doesn't mean tara is any better. for me both of those are vile characters who deserve each other. the problem with the show & many of its viewers is that while they like to sh*t on adil, they are ready to ignore or justify everything done by tara, probably bcoz in their hearts they know they would've done something similar if given the chances & hence their own defense mechanism comes to the rescue when anyone is criticising her. i know i would never stoop as low as her or him & hence i can't justify either of them. some people don't mind going that low & hence it isn't that big of a deal for them.","@sumanparmar27 for me ""2 wrongs never make a right"". just bcoz adil is an ahole doesn't mean tara is any better. for me both of those are vile characters who deserve each other. the problem with the show & many of its viewers is that while they like to sh*t on adil, they are ready to ignore or justify everything done by tara, probably bcoz in their hearts they know they would've done something similar if given the chances & hence their own defense mechanism comes to the rescue when anyone is criticising her. i know i would never stoop as low as her or him & hence i can't justify either of them. some people don't mind going that low & hence it isn't that big of a deal for them.",Hinglish
@vikalptrivedi6730,"Lecture. No not lecture. They were force feeding their politics and agenda to the audience. It's absolutely fine to include your politics and agenda in your art, but when there is only overload of politics and agenda in the name of art it's hollow and devoid of any substance.",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,3,"lecture. no not lecture. they were force feeding their politics and agenda to the audience. it's absolutely fine to include your politics and agenda in your art, but when there is only overload of politics and agenda in the name of art it's hollow and devoid of any substance.","lecture. no not lecture. they were force feeding their politics and agenda to the audience. it's absolutely fine to include your politics and agenda in your art, but when there is only overload of politics and agenda in the name of art it's hollow and devoid of any substance.",Hinglish
@srikantsdipa,"I enjoyed this season too as the first one. I felt this season was more about every character's darker side as a human. In the recent times movies/series have time and again pushed the audience to ponder if the protaganist is actually the one they must be rooting for. For example Tara is a gold-digger but is she worse than Adil the prvileged brat who does not want to part away from a small part of his dad's company even though he has enough? Karan who loses complete control on his own life is still able to spot a mother-child relation being strained in his clients, does he deserve to give that gyan? To conclude I felt this season did bring out the shades of grey of humans.",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,34,"i enjoyed this season too as the first one. i felt this season was more about every character's darker side as a human. in the recent times movies/series have time and again pushed the audience to ponder if the protaganist is actually the one they must be rooting for. for example tara is a gold-digger but is she worse than adil the prvileged brat who does not want to part away from a small part of his dad's company even though he has enough? karan who loses complete control on his own life is still able to spot a mother-child relation being strained in his clients, does he deserve to give that gyan? to conclude i felt this season did bring out the shades of grey of humans.","i enjoyed this season too as the first one. i felt this season was more about every character's darker side as a human. in the recent times movies/series have time and again pushed the audience to ponder if the protaganist is actually the one they must be rooting for. for example tara is a gold-digger but is she worse than adil the prvileged brat who does not want to part away from a small part of his dad's company even though he has enough? karan who loses complete control on his own life is still able to spot a mother-child relation being strained in his clients, does he deserve to give that gyan? to conclude i felt this season did bring out the shades of grey of humans.",Hinglish
@itshp95,"Unpopular opinion: i liked the series... offcourse its wasn't as good as the 1st season.... But it was still worth watching.

What I didn't like was the fact it was toooo educating to the extent each episode coming on with a ""social lesson "" and the lack of characters going back to thr roots at the time they feel lost, like it happened in the first season....thr was a history potrayed to each character which explained why they acted a certain way... Now those characters just seem like brats doing whatever pleases them.

What I loved was every wedding story (though mainly just educating) thr was something which anyone could relate to... about the last episode, the message that getting married isn't the only goal and loving and cherishing  yourself should be normal too",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,1,"unpopular opinion: i liked the series... offcourse its wasn't as good as the 1st season.... but it was still worth watching. what i didn't like was the fact it was toooo educating to the extent each episode coming on with a ""social lesson "" and the lack of characters going back to thr roots at the time they feel lost, like it happened in the first season....thr was a history potrayed to each character which explained why they acted a certain way... now those characters just seem like brats doing whatever pleases them. what i loved was every wedding story (though mainly just educating) thr was something which anyone could relate to... about the last episode, the message that getting married isn't the only goal and loving and cherishing yourself should be normal too","unpopular opinion: i liked the series... offcourse its wasn't as good as the 1st season.... but it was still worth watching. what i didn't like was the fact it was toooo educating to the extent each episode coming on with a ""social lesson "" and the lack of characters going back to thr roots at the time they feel lost, like it happened in the first season....thr was a history potrayed to each character which explained why they acted a certain way... now those characters just seem like brats doing whatever pleases them. what i loved was every wedding story (though mainly just educating) thr was something which anyone could relate to... about the last episode, the message that getting married isn't the only goal and loving and cherishing yourself should be normal too",Hinglish
@priyas2688,"I went back and watched Season 1 after binge watching S2. Season 1 made you FEEL things, yes they are rich people but you connect at a human level. Grey was consistent and you could empathize - with the mehendi girl for taking the money, even younger Karan for what he did to Nawab.. the writing and acting was compelling enough for you to understand and tell yourself it’s ok. Season 2 is so disconnected from reality, emotions with very mediocre or outright bad acting ( Sara Jane Diaz, dandekar). Looking good is NOT the same as good acting. Yes, Trinetra is a great add but she cannot act so it just looks like she was in it to tick a box. Like what is she as a person beyond her trans identity.  And so many pointless scenes.. Dia’s character attempting suicide and then deciding to fight.. the entire last episode was pointless and a terrible way to end the season because that’s what you leave with. The length of the episodes made it drag even more. What a let down.",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,20,"i went back and watched season 1 after binge watching s2. season 1 made you feel things, yes they are rich people but you connect at a human level. grey was consistent and you could empathize - with the mehendi girl for taking the money, even younger karan for what he did to nawab.. the writing and acting was compelling enough for you to understand and tell yourself it’s ok. season 2 is so disconnected from reality, emotions with very mediocre or outright bad acting ( sara jane diaz, dandekar). looking good is not the same as good acting. yes, trinetra is a great add but she cannot act so it just looks like she was in it to tick a box. like what is she as a person beyond her trans identity. and so many pointless scenes.. dia’s character attempting suicide and then deciding to fight.. the entire last episode was pointless and a terrible way to end the season because that’s what you leave with. the length of the episodes made it drag even more. what a let down.","i went back and watched season 1 after binge watching s2. season 1 made you feel things, yes they are rich people but you connect at a human level. grey was consistent and you could empathize - with the mehendi girl for taking the money, even younger karan for what he did to nawab.. the writing and acting was compelling enough for you to understand and tell yourself it’s ok. season 2 is so disconnected from reality, emotions with very mediocre or outright bad acting ( sara jane diaz, dandekar). looking good is not the same as good acting. yes, trinetra is a great add but she cannot act so it just looks like she was in it to tick a box. like what is she as a person beyond her trans identity. and so many pointless scenes.. dia’s character attempting suicide and then deciding to fight.. the entire last episode was pointless and a terrible way to end the season because that’s what you leave with. the length of the episodes made it drag even more. what a let down.",Hinglish
@tusharnair4811,"Absolutely disagree with your review anmol
The script was so well written and tight by zoya and reema
It was a detail study of human psychology and emotions and the grey side we all have
If it doesn relate to many its only because we need everything to be black and white
Thematically they went with some deep issues around a marriage or relationship rather than keeping it light and easy
It is definitely clear they wanted to go up a notch from last season
Some scenes and lines were so effective and they said a lot than written 
I guess we should view with some more open mind

We all have seen these people around us shown in each wedding and episodes 
Just because the setting and situation is very uncommon for a common middle class indian
But still it exists
The emotions are same deep down
And that what makes the show engaging to see and feel how most humans honestly feel inside truly unlike they show in public

And also as you said makers wanted us to empathise with the leads which is not true
Its very human
Its the dark and toxic side everyone has inside
Giving everyone a good closure is so cliched

Zoya and reema have become without any doubt the best writers in the industry with such deep knowledge of human psychology 
Their observations are bang on
Make you hate and love the characters at the same time

Sad you didn like it!",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,absolutely disagree with your review anmol the script was so well written and tight by zoya and reema it was a detail study of human psychology and emotions and the grey side we all have if it doesn relate to many its only because we need everything to be black and white thematically they went with some deep issues around a marriage or relationship rather than keeping it light and easy it is definitely clear they wanted to go up a notch from last season some scenes and lines were so effective and they said a lot than written i guess we should view with some more open mind we all have seen these people around us shown in each wedding and episodes just because the setting and situation is very uncommon for a common middle class indian but still it exists the emotions are same deep down and that what makes the show engaging to see and feel how most humans honestly feel inside truly unlike they show in public and also as you said makers wanted us to empathise with the leads which is not true its very human its the dark and toxic side everyone has inside giving everyone a good closure is so cliched zoya and reema have become without any doubt the best writers in the industry with such deep knowledge of human psychology their observations are bang on make you hate and love the characters at the same time sad you didn like it!,absolutely disagree with your review anmol the script was so well written and tight by zoya and reema it was a detail study of human psychology and emotions and the grey side we all have if it doesn relate to many its only because we need everything to be black and white thematically they went with some deep issues around a marriage or relationship rather than keeping it light and easy it is definitely clear they wanted to go up a notch from last season some scenes and lines were so effective and they said a lot than written i guess we should view with some more open mind we all have seen these people around us shown in each wedding and episodes just because the setting and situation is very uncommon for a common middle class indian but still it exists the emotions are same deep down and that what makes the show engaging to see and feel how most humans honestly feel inside truly unlike they show in public and also as you said makers wanted us to empathise with the leads which is not true its very human its the dark and toxic side everyone has inside giving everyone a good closure is so cliched zoya and reema have become without any doubt the best writers in the industry with such deep knowledge of human psychology their observations are bang on make you hate and love the characters at the same time sad you didn like it!,Hinglish
@PunamKhadka-eo4md,"I don't know why you guys are bashing Tara's character. She only wanted her part as her share, but once she saw the renovation for faiza's child agreed by her in law , she knew how easily replaceable she is and everything to khanna's family . I loved her for taking that house whatsoever (we literally have to do and care for ourselves cuz no one will) . Also i love how in this series whatever has to go wrong has gone wrong and thats literally life . Mrunal getting married, tara getting divorced , that guy who loved Karan dont get Karan's life .",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,"i don't know why you guys are bashing tara's character. she only wanted her part as her share, but once she saw the renovation for faiza's child agreed by her in law , she knew how easily replaceable she is and everything to khanna's family . i loved her for taking that house whatsoever (we literally have to do and care for ourselves cuz no one will) . also i love how in this series whatever has to go wrong has gone wrong and thats literally life . mrunal getting married, tara getting divorced , that guy who loved karan dont get karan's life .","i don't know why you guys are bashing tara's character. she only wanted her part as her share, but once she saw the renovation for faiza's child agreed by her in law , she knew how easily replaceable she is and everything to khanna's family . i loved her for taking that house whatsoever (we literally have to do and care for ourselves cuz no one will) . also i love how in this series whatever has to go wrong has gone wrong and thats literally life . mrunal getting married, tara getting divorced , that guy who loved karan dont get karan's life .",Hinglish
@ajatshatru33BCE,"The problem isn't rich vs middle class, to be honest the problem is highly westernised (culturally deracinated) elites vs culturally rooted Indians.. 

As someone who have lived abroad, rich people and middle class often have same cultural rootedness and that's offer no problem but in India, rich people are so westernised and so whiter than whites than even it's unrecognisable..

Prior to the British, rich and elites only differed in luxurious lifestyle with same culturally prideness which after their departure is limited to non- elites..",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,1,"the problem isn't rich vs middle class, to be honest the problem is highly westernised (culturally deracinated) elites vs culturally rooted indians.. as someone who have lived abroad, rich people and middle class often have same cultural rootedness and that's offer no problem but in india, rich people are so westernised and so whiter than whites than even it's unrecognisable.. prior to the british, rich and elites only differed in luxurious lifestyle with same culturally prideness which after their departure is limited to non- elites..","the problem isn't rich vs middle class, to be honest the problem is highly westernised (culturally deracinated) elites vs culturally rooted indians.. as someone who have lived abroad, rich people and middle class often have same cultural rootedness and that's offer no problem but in india, rich people are so westernised and so whiter than whites than even it's unrecognisable.. prior to the british, rich and elites only differed in luxurious lifestyle with same culturally prideness which after their departure is limited to non- elites..",Hinglish
@dolphin2687,As you rightly mentioned the ultimate flaw is there is no one left to root for. Every character is completely flawed. Making mistakes is ok thats human nature but they were literally bad people. How do they expect the audience to watch for such characters. A big let down is what it is.,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,as you rightly mentioned the ultimate flaw is there is no one left to root for. every character is completely flawed. making mistakes is ok thats human nature but they were literally bad people. how do they expect the audience to watch for such characters. a big let down is what it is.,as you rightly mentioned the ultimate flaw is there is no one left to root for. every character is completely flawed. making mistakes is ok thats human nature but they were literally bad people. how do they expect the audience to watch for such characters. a big let down is what it is.,Hinglish
@lavanya2921,"I still feel this series is a masterpiece. It's something different from what we generally see in Bollywood. I feel they've given enough time to each and every character of every episode. Given the best closure possible. I love how all the characters are hypocritical and full of flaws. The imperfect stories and imperfect characters makes the series even more engaging. As a viewer it was difficult for me to choose a favourite character because of these imperfections and that's what i absolutely love about the series. They touched on extremely important topics in marriage and that's commendable. 
Yes I agree that some things were rushed but again, there are too many characters and too many issues going on, so i feel that they've done their best to portray every story. Dialogue writing was as strong as the first season. Especially Kabir's ending dialogues. 
Loved episode 2 the most!",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,8,"i still feel this series is a masterpiece. it's something different from what we generally see in bollywood. i feel they've given enough time to each and every character of every episode. given the best closure possible. i love how all the characters are hypocritical and full of flaws. the imperfect stories and imperfect characters makes the series even more engaging. as a viewer it was difficult for me to choose a favourite character because of these imperfections and that's what i absolutely love about the series. they touched on extremely important topics in marriage and that's commendable. yes i agree that some things were rushed but again, there are too many characters and too many issues going on, so i feel that they've done their best to portray every story. dialogue writing was as strong as the first season. especially kabir's ending dialogues. loved episode 2 the most!","i still feel this series is a masterpiece. it's something different from what we generally see in bollywood. i feel they've given enough time to each and every character of every episode. given the best closure possible. i love how all the characters are hypocritical and full of flaws. the imperfect stories and imperfect characters makes the series even more engaging. as a viewer it was difficult for me to choose a favourite character because of these imperfections and that's what i absolutely love about the series. they touched on extremely important topics in marriage and that's commendable. yes i agree that some things were rushed but again, there are too many characters and too many issues going on, so i feel that they've done their best to portray every story. dialogue writing was as strong as the first season. especially kabir's ending dialogues. loved episode 2 the most!",Hinglish
@santhoshkulkarni1695,"Zoya and the crew calls for the first meeting to write the subject line. Zoya : team tell me what should be our base for episodes ?
Team : let’s see what the matrimonial ads in news papers.
“ Fair and lovely- check,episode 1.
Caste no bar - Check, Apte episode.
Age no bar - Check, Neelam episode.
Let’s take Bollywood for some inspiration - Check - former miss India / universe ( Diaz was indeed a miss India ) marrying a musician (wink wink Jonas).
Another Bollywood check - Former beauty queen in an abusive relationship ( I won’t work with that hero anymore ! Rings any bell?)
Zoya : what are other trending subjects ?
Crew : Pronouns ! 
Zoya : Check- let’s go with “commitment ceremony” episode. I will bring my Sister in law. done.
Let’s go with relation ship complexities of “pronoun” people. Hook up culture, love sex Aur dokha, substance abuse to deal my “pronoun” demons. Hai na ?
Crew : Slow clap!
Zoya : we need some more namak with this masala.
Crew : anyway you are taking care of Rich people life , how about bringing some raw rugged realism through Jauriji ?
Zoya : let’s explore social sub strata through Bulbulji. Also through Manini buying a 65 inch OLED TV. Nothing screams povvo than a large TV. Buying large Tv = I am a wannabe rich. 
Crew : Slow clap!",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,1,"zoya and the crew calls for the first meeting to write the subject line. zoya : team tell me what should be our base for episodes ? team : let’s see what the matrimonial ads in news papers. “ fair and lovely- check,episode 1. caste no bar - check, apte episode. age no bar - check, neelam episode. let’s take bollywood for some inspiration - check - former miss india / universe ( diaz was indeed a miss india ) marrying a musician (wink wink jonas). another bollywood check - former beauty queen in an abusive relationship ( i won’t work with that hero anymore ! rings any bell?) zoya : what are other trending subjects ? crew : pronouns ! zoya : check- let’s go with “commitment ceremony” episode. i will bring my sister in law. done. let’s go with relation ship complexities of “pronoun” people. hook up culture, love sex aur dokha, substance abuse to deal my “pronoun” demons. hai na ? crew : slow clap! zoya : we need some more namak with this masala. crew : anyway you are taking care of rich people life , how about bringing some raw rugged realism through jauriji ? zoya : let’s explore social sub strata through bulbulji. also through manini buying a 65 inch oled tv. nothing screams povvo than a large tv. buying large tv = i am a wannabe rich. crew : slow clap!","zoya and the crew calls for the first meeting to write the subject line. zoya : team tell me what should be our base for episodes ? team : let’s see what the matrimonial ads in news papers. “ fair and lovely- check,episode 1. caste no bar - check, apte episode. age no bar - check, neelam episode. let’s take bollywood for some inspiration - check - former miss india / universe ( diaz was indeed a miss india ) marrying a musician (wink wink jonas). another bollywood check - former beauty queen in an abusive relationship ( i won’t work with that hero anymore ! rings any bell?) zoya : what are other trending subjects ? crew : pronouns ! zoya : check- let’s go with “commitment ceremony” episode. i will bring my sister in law. done. let’s go with relation ship complexities of “pronoun” people. hook up culture, love sex aur dokha, substance abuse to deal my “pronoun” demons. hai na ? crew : slow clap! zoya : we need some more namak with this masala. crew : anyway you are taking care of rich people life , how about bringing some raw rugged realism through jauriji ? zoya : let’s explore social sub strata through bulbulji. also through manini buying a 65 inch oled tv. nothing screams povvo than a large tv. buying large tv = i am a wannabe rich. crew : slow clap!",Hinglish
@ankurbagai1056,"1. Absolutely disappointing, MIH is another example of 2nd season syndrome that Indian OTT & Movies generally have, they make an absolute baller of the first season. Then the hype & expectation takes over and they just completely destroy it. It happened with Sacred Games, Trippling, College Romance, and now MIH.
2. Forced Social Commentary & Wokeness this season was too over the top. Karan has random hookups & drug scenes, Tara & Adil's One Night Stand leading for her to ask for the Mansion, Mrunal Thakur's episode did somewhat of the good in the start but the end was as cliche as ever, Radhika Apte's lecture on Casteism, and Trinetra as walking & talking lecture on everything. 
3. The way they showed ""Men being dumb"" in Trinertra's sequence at the bar with her friends & Danish's Birthday Party was absolutely dumb. It's not 2018 or 2019, it is 2023.
4. Shahshank as Kabir being that mysterious guy just became the cliche rich family brat with out of box cliche dream. 
5. Jazz sequence with her family or with Shahshank was again so weird, and unnecessary. 
6. But the worst was Sarah Jane & Imad's Sequence & Samir Soni & Neelam Kothari's sequence like they made Sanjay Kapoor a walking talking stereotype, the wedding was of no unbelievable drama, and Sarah Jane was just like something happened but no one knows what. But the worst was Dia Mirza's sequence with Forced Two Marriage Law & Stuff. Even Ved Iyer's sequence was a bit cringe.

From Emmy Nominated to Disappointing. Maybe MIH Season 3 be of some retribution.",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,"1. absolutely disappointing, mih is another example of 2nd season syndrome that indian ott & movies generally have, they make an absolute baller of the first season. then the hype & expectation takes over and they just completely destroy it. it happened with sacred games, trippling, college romance, and now mih. 2. forced social commentary & wokeness this season was too over the top. karan has random hookups & drug scenes, tara & adil's one night stand leading for her to ask for the mansion, mrunal thakur's episode did somewhat of the good in the start but the end was as cliche as ever, radhika apte's lecture on casteism, and trinetra as walking & talking lecture on everything. 3. the way they showed ""men being dumb"" in trinertra's sequence at the bar with her friends & danish's birthday party was absolutely dumb. it's not 2018 or 2019, it is 2023. 4. shahshank as kabir being that mysterious guy just became the cliche rich family brat with out of box cliche dream. 5. jazz sequence with her family or with shahshank was again so weird, and unnecessary. 6. but the worst was sarah jane & imad's sequence & samir soni & neelam kothari's sequence like they made sanjay kapoor a walking talking stereotype, the wedding was of no unbelievable drama, and sarah jane was just like something happened but no one knows what. but the worst was dia mirza's sequence with forced two marriage law & stuff. even ved iyer's sequence was a bit cringe. from emmy nominated to disappointing. maybe mih season 3 be of some retribution.","1. absolutely disappointing, mih is another example of 2nd season syndrome that indian ott & movies generally have, they make an absolute baller of the first season. then the hype & expectation takes over and they just completely destroy it. it happened with sacred games, trippling, college romance, and now mih. 2. forced social commentary & wokeness this season was too over the top. karan has random hookups & drug scenes, tara & adil's one night stand leading for her to ask for the mansion, mrunal thakur's episode did somewhat of the good in the start but the end was as cliche as ever, radhika apte's lecture on casteism, and trinetra as walking & talking lecture on everything. 3. the way they showed ""men being dumb"" in trinertra's sequence at the bar with her friends & danish's birthday party was absolutely dumb. it's not 2018 or 2019, it is 2023. 4. shahshank as kabir being that mysterious guy just became the cliche rich family brat with out of box cliche dream. 5. jazz sequence with her family or with shahshank was again so weird, and unnecessary. 6. but the worst was sarah jane & imad's sequence & samir soni & neelam kothari's sequence like they made sanjay kapoor a walking talking stereotype, the wedding was of no unbelievable drama, and sarah jane was just like something happened but no one knows what. but the worst was dia mirza's sequence with forced two marriage law & stuff. even ved iyer's sequence was a bit cringe. from emmy nominated to disappointing. maybe mih season 3 be of some retribution.",Hinglish
@ikiraw21,I had  high expectations. But it’s overdose of wokeism .  The main characters are almost frauds and they are justified but the show is of virtue signaling!!  Only characters I liked was jauhari and his wife. Jazz is likeable too. Otherwise the show  feels like extreme woke cult sourced from US and Canada!!!  Opulent Weddings are nice but the are waste of money!!,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,i had high expectations. but it’s overdose of wokeism . the main characters are almost frauds and they are justified but the show is of virtue signaling!! only characters i liked was jauhari and his wife. jazz is likeable too. otherwise the show feels like extreme woke cult sourced from us and canada!!! opulent weddings are nice but the are waste of money!!,i had high expectations. but it’s overdose of wokeism . the main characters are almost frauds and they are justified but the show is of virtue signaling!! only characters i liked was jauhari and his wife. jazz is likeable too. otherwise the show feels like extreme woke cult sourced from us and canada!!! opulent weddings are nice but the are waste of money!!,Hinglish
@kn290,"This is called a perfect review! Food for thought - and the end of season 2, they should have somehow shown them going bankrupt and in season 3 let's have wedding stories of the middle class - the other side of Delhi",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,"this is called a perfect review! food for thought - and the end of season 2, they should have somehow shown them going bankrupt and in season 3 let's have wedding stories of the middle class - the other side of delhi","this is called a perfect review! food for thought - and the end of season 2, they should have somehow shown them going bankrupt and in season 3 let's have wedding stories of the middle class - the other side of delhi",Hinglish
@moviematter__,6:34 Tujhe pata nahi par tu hai,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,6:34 tujhe pata nahi par tu hai,6:34 tujhe pata nahi par tu hai,Hinglish
@Shekhar_work,Mujhe kya main toh kheera hoon!!!!,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,mujhe kya main toh kheera hoon!!!!,mujhe kya main toh kheera hoon!!!!,Hinglish
